<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USD000000TOD;15;20161215;140000;61.5675000;61.6000000;61.5400000;61.5750000;75440000
USD000000TOD;15;20161215;141500;61.5750000;61.6375000;61.5600000;61.5875000;68342000
USD000000TOD;15;20161215;143000;61.5700000;61.6625000;61.5700000;61.6600000;84894000
USD000000TOD;15;20161215;144500;61.6575000;61.7800000;61.6575000;61.7275000;89943000
USD000000TOD;15;20161215;150000;61.7275000;61.7525000;61.7025000;61.7200000;46601000
USD000000TOD;15;20161215;151500;61.7225000;61.7225000;61.5325000;61.5375000;41362000
USD000000TOD;15;20161215;153000;61.5400000;61.6100000;61.5400000;61.6075000;26515000
USD000000TOD;15;20161215;154500;61.6075000;61.7300000;61.6075000;61.6725000;33200000
USD000000TOD;15;20161215;160000;61.6725000;61.7100000;61.6100000;61.7100000;31667000
USD000000TOD;15;20161215;161500;61.7000000;61.8200000;61.6950000;61.7925000;78838000
USD000000TOD;15;20161215;163000;61.7875000;61.9350000;61.7700000;61.8350000;38302000
USD000000TOD;15;20161215;164500;61.8400000;62.0000000;61.7700000;61.9575000;41441000
USD000000TOD;15;20161215;170000;61.9625000;62.0700000;61.9325000;62.0025000;19575000
USD000000TOD;15;20161215;171500;61.9925000;62.0075000;61.7200000;61.7550000;26333000
USD000000TOD;15;20161216;101500;61.8350000;61.8450000;61.6825000;61.7500000;98803000
USD000000TOD;15;20161216;103000;61.7525000;61.8425000;61.7500000;61.8000000;78336000
USD000000TOD;15;20161216;104500;61.8000000;61.8150000;61.7750000;61.7975000;32176000
USD000000TOD;15;20161216;110000;61.7950000;61.8200000;61.7325000;61.7450000;51510000
USD000000TOD;15;20161216;111500;61.7400000;61.7450000;61.6000000;61.6400000;87446000
USD000000TOD;15;20161216;113000;61.6350000;61.6350000;61.4850000;61.5500000;71984000
USD000000TOD;15;20161216;114500;61.5475000;61.6200000;61.5125000;61.6025000;24562000
USD000000TOD;15;20161216;120000;61.6025000;61.6375000;61.5825000;61.6100000;24644000
USD000000TOD;15;20161216;121500;61.6000000;61.6800000;61.5575000;61.6325000;38498000
USD000000TOD;15;20161216;123000;61.6375000;61.6900000;61.5975000;61.6375000;36964000
USD000000TOD;15;20161216;124500;61.6325000;61.7000000;61.6325000;61.6600000;24875000
USD000000TOD;15;20161216;130000;61.6625000;61.6850000;61.6075000;61.6275000;27626000
USD000000TOD;15;20161216;131500;61.6200000;61.6600000;61.5675000;61.6225000;34352000
USD000000TOD;15;20161216;133000;61.6225000;61.6325000;61.5600000;61.5800000;28818000
USD000000TOD;15;20161216;134500;61.5800000;61.6875000;61.5400000;61.6000000;32059000
USD000000TOD;15;20161216;140000;61.5950000;61.7050000;61.5900000;61.6600000;34644000
USD000000TOD;15;20161216;141500;61.6650000;61.6725000;61.6100000;61.6100000;17772000
USD000000TOD;15;20161216;143000;61.6100000;61.6275000;61.5325000;61.5800000;31934000
USD000000TOD;15;20161216;144500;61.5850000;61.6200000;61.5850000;61.6175000;15656000
USD000000TOD;15;20161216;150000;61.6075000;61.6175000;61.5450000;61.5500000;23654000
USD000000TOD;15;20161216;151500;61.5525000;61.5575000;61.4050000;61.4500000;38856000
USD000000TOD;15;20161216;153000;61.4600000;61.5700000;61.4400000;61.5125000;33483000
USD000000TOD;15;20161216;154500;61.5225000;61.5800000;61.4800000;61.5350000;26257000
USD000000TOD;15;20161216;160000;61.5425000;61.5850000;61.5175000;61.5725000;7909000
USD000000TOD;15;20161216;161500;61.5625000;61.5700000;61.5050000;61.5600000;12442000
USD000000TOD;15;20161216;163000;61.5600000;61.6400000;61.5300000;61.6300000;7370000
USD000000TOD;15;20161216;164500;61.6175000;61.6175000;61.5000000;61.5100000;16234000
USD000000TOD;15;20161216;170000;61.5175000;61.5600000;61.4650000;61.5100000;22705000
USD000000TOD;15;20161216;171500;61.5100000;61.5850000;61.4725000;61.4800000;35152000
USD000000TOD;15;20161219;101500;61.8350000;61.9475000;61.7850000;61.8025000;74621000
USD000000TOD;15;20161219;103000;61.7975000;61.8325000;61.7600000;61.7700000;86445000
USD000000TOD;15;20161219;104500;61.7600000;61.7875000;61.6900000;61.7875000;60431000
USD000000TOD;15;20161219;110000;61.7775000;61.8125000;61.7150000;61.7400000;62051000
USD000000TOD;15;20161219;111500;61.7425000;61.8050000;61.7150000;61.7425000;53681000
USD000000TOD;15;20161219;113000;61.7550000;61.7800000;61.7025000;61.7675000;12650000
USD000000TOD;15;20161219;114500;61.7575000;61.7950000;61.7325000;61.7875000;24183000
USD000000TOD;15;20161219;120000;61.7875000;61.8050000;61.7400000;61.7750000;27681000
USD000000TOD;15;20161219;121500;61.7650000;61.7775000;61.7450000;61.7650000;17879000
USD000000TOD;15;20161219;123000;61.7650000;61.7725000;61.6800000;61.7025000;43969000
USD000000TOD;15;20161219;124500;61.7100000;61.7200000;61.6600000;61.6700000;25820000
USD000000TOD;15;20161219;130000;61.6700000;61.7200000;61.6450000;61.6950000;30792000
USD000000TOD;15;20161219;131500;61.7025000;61.7700000;61.6925000;61.7600000;67433000
USD000000TOD;15;20161219;133000;61.7650000;61.7850000;61.7450000;61.7775000;50749000
USD000000TOD;15;20161219;134500;61.7775000;61.7875000;61.7700000;61.7750000;16294000
USD000000TOD;15;20161219;140000;61.7750000;61.7800000;61.7500000;61.7725000;12852000
USD000000TOD;15;20161219;141500;61.7775000;61.8075000;61.7475000;61.7600000;39696000
USD000000TOD;15;20161219;143000;61.7575000;61.7725000;61.7400000;61.7500000;15810000
USD000000TOD;15;20161219;144500;61.7575000;61.8250000;61.7550000;61.8200000;29482000
USD000000TOD;15;20161219;150000;61.8200000;61.8725000;61.8125000;61.8475000;37055000
USD000000TOD;15;20161219;151500;61.8375000;61.8600000;61.8100000;61.8450000;18909000
USD000000TOD;15;20161219;153000;61.8450000;61.9325000;61.8300000;61.9250000;29008000
USD000000TOD;15;20161219;154500;61.9275000;61.9875000;61.9000000;61.9075000;34158000
USD000000TOD;15;20161219;160000;61.9100000;61.9200000;61.8400000;61.8625000;24177000
USD000000TOD;15;20161219;161500;61.8500000;61.8950000;61.8250000;61.8875000;20306000
USD000000TOD;15;20161219;163000;61.8875000;61.8900000;61.8600000;61.8800000;14445000
USD000000TOD;15;20161219;164500;61.8800000;61.9550000;61.8750000;61.9350000;30021000
USD000000TOD;15;20161219;170000;61.9350000;61.9675000;61.8700000;61.8800000;10631000
USD000000TOD;15;20161219;171500;61.8850000;61.9000000;61.8525000;61.8525000;11298000
USD000000TOD;15;20161220;101500;61.9825000;62.0500000;61.8000000;61.8400000;75952000
USD000000TOD;15;20161220;103000;61.8275000;61.8325000;61.6925000;61.8100000;88318000
USD000000TOD;15;20161220;104500;61.8125000;61.8200000;61.7600000;61.7600000;38677000
USD000000TOD;15;20161220;110000;61.7650000;61.7725000;61.7275000;61.7350000;16438000
USD000000TOD;15;20161220;111500;61.7425000;61.7425000;61.6525000;61.7050000;57488000
USD000000TOD;15;20161220;113000;61.7175000;61.7525000;61.6975000;61.7450000;20175000
USD000000TOD;15;20161220;114500;61.7425000;61.7425000;61.6500000;61.6800000;33276000
USD000000TOD;15;20161220;120000;61.6850000;61.7725000;61.6725000;61.7550000;37303000
USD000000TOD;15;20161220;121500;61.7500000;61.7550000;61.7150000;61.7200000;25258000
USD000000TOD;15;20161220;123000;61.7275000;61.7925000;61.7275000;61.7800000;116953000
USD000000TOD;15;20161220;124500;61.7850000;61.7850000;61.7150000;61.7275000;28334000
USD000000TOD;15;20161220;130000;61.7200000;61.7350000;61.6600000;61.6700000;49641000
USD000000TOD;15;20161220;131500;61.6675000;61.7050000;61.6300000;61.6650000;35138000
USD000000TOD;15;20161220;133000;61.6625000;61.7000000;61.6500000;61.6800000;21565000
USD000000TOD;15;20161220;134500;61.6800000;61.6900000;61.6550000;61.6675000;17659000
USD000000TOD;15;20161220;140000;61.6775000;61.6900000;61.6100000;61.6275000;18423000
USD000000TOD;15;20161220;141500;61.6200000;61.6375000;61.5450000;61.5625000;46811000
USD000000TOD;15;20161220;143000;61.5575000;61.5650000;61.5125000;61.5600000;40537000
USD000000TOD;15;20161220;144500;61.5525000;61.5925000;61.5475000;61.5775000;26443000
USD000000TOD;15;20161220;150000;61.5775000;61.6675000;61.5700000;61.6375000;33857000
USD000000TOD;15;20161220;151500;61.6425000;61.6950000;61.6000000;61.6900000;56780000
USD000000TOD;15;20161220;153000;61.6925000;61.7025000;61.6725000;61.6925000;31067000
USD000000TOD;15;20161220;154500;61.6975000;61.7050000;61.6550000;61.6975000;23950000
USD000000TOD;15;20161220;160000;61.6950000;61.6950000;61.6375000;61.6700000;17217000
USD000000TOD;15;20161220;161500;61.6675000;61.6925000;61.6125000;61.6250000;28853000
USD000000TOD;15;20161220;163000;61.6150000;61.6875000;61.5925000;61.6625000;60292000
USD000000TOD;15;20161220;164500;61.6650000;61.6775000;61.6250000;61.6525000;14080000
USD000000TOD;15;20161220;170000;61.6525000;61.6625000;61.5800000;61.5875000;18686000
USD000000TOD;15;20161220;171500;61.5800000;61.5925000;61.4225000;61.4600000;30250000
USD000000TOD;15;20161221;101500;61.2500000;61.2500000;61.0200000;61.1200000;94395000
USD000000TOD;15;20161221;103000;61.1200000;61.1225000;61.0550000;61.0825000;69771000
USD000000TOD;15;20161221;104500;61.0850000;61.1075000;61.0500000;61.0900000;46548000
USD000000TOD;15;20161221;110000;61.0875000;61.1275000;61.0800000;61.1250000;67339000
USD000000TOD;15;20161221;111500;61.1250000;61.1275000;61.0800000;61.0950000;57459000
USD000000TOD;15;20161221;113000;61.0950000;61.1025000;61.0300000;61.0400000;40676000
USD000000TOD;15;20161221;114500;61.0350000;61.0675000;61.0225000;61.0400000;40783000
USD000000TOD;15;20161221;120000;61.0325000;61.1050000;61.0225000;61.0825000;78294000
USD000000TOD;15;20161221;121500;61.0925000;61.1100000;61.0775000;61.0850000;26067000
USD000000TOD;15;20161221;123000;61.0825000;61.1050000;61.0600000;61.1000000;68232000
USD000000TOD;15;20161221;124500;61.1025000;61.1075000;61.0800000;61.0875000;22213000
USD000000TOD;15;20161221;130000;61.0850000;61.0975000;61.0775000;61.0875000;23532000
USD000000TOD;15;20161221;131500;61.0875000;61.1075000;61.0850000;61.0875000;16209000
USD000000TOD;15;20161221;133000;61.0975000;61.0975000;61.0575000;61.0625000;20303000
USD000000TOD;15;20161221;134500;61.0700000;61.1050000;61.0600000;61.0900000;32537000
USD000000TOD;15;20161221;140000;61.0950000;61.0975000;61.0475000;61.0725000;31063000
USD000000TOD;15;20161221;141500;61.0800000;61.0875000;61.0500000;61.0675000;18023000
USD000000TOD;15;20161221;143000;61.0550000;61.0700000;61.0375000;61.0600000;28358000
USD000000TOD;15;20161221;144500;61.0575000;61.0675000;61.0500000;61.0575000;17023000
USD000000TOD;15;20161221;150000;61.0600000;61.0650000;60.9675000;60.9950000;33909000
USD000000TOD;15;20161221;151500;60.9900000;61.0275000;60.9600000;61.0075000;28955000
USD000000TOD;15;20161221;153000;61.0125000;61.0450000;60.9400000;60.9700000;60198000
USD000000TOD;15;20161221;154500;60.9675000;61.0000000;60.9625000;60.9825000;12395000
USD000000TOD;15;20161221;160000;60.9900000;61.0675000;60.9775000;61.0550000;19010000
USD000000TOD;15;20161221;161500;61.0450000;61.0900000;61.0325000;61.0775000;20885000
USD000000TOD;15;20161221;163000;61.0825000;61.1000000;61.0475000;61.0800000;8746000
USD000000TOD;15;20161221;164500;61.0800000;61.0950000;61.0300000;61.0500000;12835000
USD000000TOD;15;20161221;170000;61.0525000;61.0725000;60.9525000;60.9675000;17852000
USD000000TOD;15;20161221;171500;60.9650000;61.0200000;60.9500000;60.9825000;33391000
USD000000TOD;15;20161222;101500;61.0500000;61.0700000;60.8750000;60.9275000;100510000
USD000000TOD;15;20161222;103000;60.9175000;60.9400000;60.8825000;60.9150000;65505000
USD000000TOD;15;20161222;104500;60.9200000;60.9375000;60.7650000;60.7775000;117676000
USD000000TOD;15;20161222;110000;60.7700000;60.8200000;60.7425000;60.7800000;64524000
USD000000TOD;15;20161222;111500;60.7925000;60.8700000;60.7525000;60.8075000;92867000
USD000000TOD;15;20161222;113000;60.8000000;60.8775000;60.7925000;60.8650000;86832000
USD000000TOD;15;20161222;114500;60.8650000;60.9275000;60.8550000;60.8725000;41906000
USD000000TOD;15;20161222;120000;60.8750000;60.9075000;60.8700000;60.8975000;26446000
USD000000TOD;15;20161222;121500;60.9000000;60.9075000;60.8600000;60.8675000;88665000
USD000000TOD;15;20161222;123000;60.8675000;60.9050000;60.7675000;60.8150000;112539000
USD000000TOD;15;20161222;124500;60.8150000;60.8500000;60.7500000;60.7625000;52577000
USD000000TOD;15;20161222;130000;60.7550000;60.8175000;60.7250000;60.8075000;58879000
USD000000TOD;15;20161222;131500;60.8100000;60.8450000;60.7950000;60.8300000;36721000
USD000000TOD;15;20161222;133000;60.8300000;60.8300000;60.7350000;60.7925000;31331000
USD000000TOD;15;20161222;134500;60.7975000;60.8550000;60.7925000;60.8225000;41125000
USD000000TOD;15;20161222;140000;60.8225000;60.8575000;60.8050000;60.8575000;27684000
USD000000TOD;15;20161222;141500;60.8550000;60.8900000;60.8400000;60.8625000;25334000
USD000000TOD;15;20161222;143000;60.8575000;60.8850000;60.8400000;60.8750000;16571000
USD000000TOD;15;20161222;144500;60.8825000;60.9050000;60.8625000;60.9025000;18327000
USD000000TOD;15;20161222;150000;60.9050000;60.9050000;60.8600000;60.8625000;17380000
USD000000TOD;15;20161222;151500;60.8575000;60.9050000;60.8575000;60.8950000;34586000
USD000000TOD;15;20161222;153000;60.8975000;60.9425000;60.8850000;60.9250000;27810000
USD000000TOD;15;20161222;154500;60.9250000;61.0300000;60.9225000;60.9700000;38406000
USD000000TOD;15;20161222;160000;60.9800000;61.0900000;60.9775000;61.0800000;36636000
USD000000TOD;15;20161222;161500;61.0800000;61.0975000;60.9800000;61.0300000;61705000
USD000000TOD;15;20161222;163000;61.0200000;61.0250000;60.8900000;60.9075000;39534000
USD000000TOD;15;20161222;164500;60.9325000;61.0100000;60.8750000;61.0050000;24374000
USD000000TOD;15;20161222;170000;61.0075000;61.0450000;60.9475000;60.9700000;31899000
USD000000TOD;15;20161222;171500;60.9525000;60.9650000;60.7525000;60.8025000;38683000
USD000000TOD;15;20161223;101500;60.9200000;60.9950000;60.8000000;60.8325000;96405000
USD000000TOD;15;20161223;103000;60.8325000;60.8575000;60.7275000;60.7400000;106562000
USD000000TOD;15;20161223;104500;60.7375000;60.7975000;60.7200000;60.7600000;63542000
USD000000TOD;15;20161223;110000;60.7600000;60.8275000;60.7500000;60.8100000;119762000
USD000000TOD;15;20161223;111500;60.8100000;60.8200000;60.7875000;60.8025000;42382000
USD000000TOD;15;20161223;113000;60.8025000;60.8500000;60.7900000;60.8500000;89085000
USD000000TOD;15;20161223;114500;60.8475000;60.8750000;60.8300000;60.8425000;70691000
USD000000TOD;15;20161223;120000;60.8425000;60.8600000;60.8325000;60.8425000;38898000
USD000000TOD;15;20161223;121500;60.8400000;60.8700000;60.8300000;60.8700000;29231000
USD000000TOD;15;20161223;123000;60.8700000;60.9650000;60.8525000;60.9450000;127289000
USD000000TOD;15;20161223;124500;60.9450000;60.9675000;60.9050000;60.9150000;37911000
USD000000TOD;15;20161223;130000;60.9200000;61.0000000;60.9150000;60.9575000;45523000
USD000000TOD;15;20161223;131500;60.9575000;60.9700000;60.9250000;60.9575000;33383000
USD000000TOD;15;20161223;133000;60.9625000;60.9950000;60.9200000;60.9425000;27089000
USD000000TOD;15;20161223;134500;60.9350000;60.9900000;60.9350000;60.9825000;21164000
USD000000TOD;15;20161223;140000;60.9750000;61.0375000;60.9650000;61.0350000;50220000
USD000000TOD;15;20161223;141500;61.0300000;61.0700000;61.0000000;61.0125000;51218000
USD000000TOD;15;20161223;143000;61.0150000;61.0575000;61.0075000;61.0500000;24273000
USD000000TOD;15;20161223;144500;61.0500000;61.0575000;61.0125000;61.0150000;14668000
USD000000TOD;15;20161223;150000;61.0275000;61.0300000;60.9675000;61.0050000;27910000
USD000000TOD;15;20161223;151500;61.0100000;61.0475000;60.9725000;61.0300000;31172000
USD000000TOD;15;20161223;153000;61.0300000;61.0700000;61.0125000;61.0675000;32200000
USD000000TOD;15;20161223;154500;61.0700000;61.1300000;61.0700000;61.1100000;50315000
USD000000TOD;15;20161223;160000;61.1050000;61.1100000;61.0625000;61.0850000;16218000
USD000000TOD;15;20161223;161500;61.0850000;61.2325000;61.0775000;61.2175000;68300000
USD000000TOD;15;20161223;163000;61.2200000;61.2925000;61.1850000;61.2050000;46925000
USD000000TOD;15;20161223;164500;61.2150000;61.3200000;61.2150000;61.2700000;33186000
USD000000TOD;15;20161223;170000;61.2750000;61.3150000;61.2000000;61.2075000;29576000
USD000000TOD;15;20161223;171500;61.2100000;61.3000000;61.1800000;61.1800000;11110000
USD000000TOD;15;20161227;101500;60.9500000;60.9575000;60.8100000;60.8575000;89936000
USD000000TOD;15;20161227;103000;60.8600000;60.8950000;60.8475000;60.8750000;55014000
USD000000TOD;15;20161227;104500;60.8800000;60.9125000;60.8650000;60.8675000;88362000
USD000000TOD;15;20161227;110000;60.8675000;60.8850000;60.8075000;60.8375000;140982000
USD000000TOD;15;20161227;111500;60.8325000;60.8350000;60.7425000;60.7725000;119864000
USD000000TOD;15;20161227;113000;60.7650000;60.7900000;60.7375000;60.7800000;53308000
USD000000TOD;15;20161227;114500;60.7775000;60.8100000;60.7650000;60.7900000;64167000
USD000000TOD;15;20161227;120000;60.7950000;60.8450000;60.7900000;60.8350000;42340000
USD000000TOD;15;20161227;121500;60.8350000;60.8450000;60.8050000;60.8225000;41257000
USD000000TOD;15;20161227;123000;60.8175000;60.8625000;60.8125000;60.8400000;28670000
USD000000TOD;15;20161227;124500;60.8400000;60.8600000;60.8000000;60.8175000;24947000
USD000000TOD;15;20161227;130000;60.8175000;60.8375000;60.7900000;60.8300000;29660000
USD000000TOD;15;20161227;131500;60.8350000;60.8475000;60.8175000;60.8375000;17358000
USD000000TOD;15;20161227;133000;60.8300000;60.8550000;60.8150000;60.8350000;46998000
USD000000TOD;15;20161227;134500;60.8350000;60.8375000;60.8000000;60.8125000;34319000
USD000000TOD;15;20161227;140000;60.8125000;60.8400000;60.8000000;60.8075000;26787000
USD000000TOD;15;20161227;141500;60.8125000;60.8425000;60.8100000;60.8150000;25269000
USD000000TOD;15;20161227;143000;60.8200000;60.8350000;60.8100000;60.8200000;27454000
USD000000TOD;15;20161227;144500;60.8200000;60.8275000;60.8125000;60.8225000;28321000
USD000000TOD;15;20161227;150000;60.8275000;60.8275000;60.7700000;60.7975000;17303000
USD000000TOD;15;20161227;151500;60.7900000;60.8075000;60.7800000;60.7875000;26008000
USD000000TOD;15;20161227;153000;60.7875000;60.7925000;60.7600000;60.7850000;55400000
USD000000TOD;15;20161227;154500;60.7775000;60.7900000;60.6925000;60.6950000;31063000
USD000000TOD;15;20161227;160000;60.6975000;60.7550000;60.6700000;60.7500000;27351000
USD000000TOD;15;20161227;161500;60.7475000;60.7500000;60.7150000;60.7350000;12541000
USD000000TOD;15;20161227;163000;60.7250000;60.7300000;60.7025000;60.7100000;13740000
USD000000TOD;15;20161227;164500;60.7050000;60.7375000;60.6700000;60.6825000;31794000
USD000000TOD;15;20161227;170000;60.6700000;60.7150000;60.6250000;60.6475000;33300000
USD000000TOD;15;20161227;171500;60.6450000;60.6550000;60.5900000;60.5900000;22433000
USD000000TOD;15;20161228;101500;60.5425000;60.7050000;60.5425000;60.6950000;56246000
USD000000TOD;15;20161228;103000;60.6950000;60.7350000;60.6475000;60.6525000;62082000
USD000000TOD;15;20161228;104500;60.6450000;60.6650000;60.5975000;60.6400000;68286000
USD000000TOD;15;20161228;110000;60.6400000;60.6875000;60.6300000;60.6675000;102903000
USD000000TOD;15;20161228;111500;60.6600000;60.6750000;60.6300000;60.6300000;53463000
USD000000TOD;15;20161228;113000;60.6375000;60.6400000;60.5900000;60.6200000;85006000
USD000000TOD;15;20161228;114500;60.6200000;60.6200000;60.5675000;60.5800000;67031000
USD000000TOD;15;20161228;120000;60.5800000;60.6375000;60.5700000;60.6075000;67660000
USD000000TOD;15;20161228;121500;60.6000000;60.6125000;60.5300000;60.5550000;37984000
USD000000TOD;15;20161228;123000;60.5450000;60.6050000;60.5450000;60.5825000;59775000
USD000000TOD;15;20161228;124500;60.5850000;60.5950000;60.5275000;60.5500000;52495000
USD000000TOD;15;20161228;130000;60.5500000;60.6000000;60.5150000;60.5725000;56101000
USD000000TOD;15;20161228;131500;60.5650000;60.6000000;60.5550000;60.5650000;45044000
USD000000TOD;15;20161228;133000;60.5675000;60.6000000;60.5525000;60.5525000;29170000
USD000000TOD;15;20161228;134500;60.5575000;60.5850000;60.5475000;60.5700000;69544000
USD000000TOD;15;20161228;140000;60.5750000;60.5875000;60.5375000;60.5775000;72937000
USD000000TOD;15;20161228;141500;60.5775000;60.5875000;60.5500000;60.5825000;56756000
USD000000TOD;15;20161228;143000;60.5800000;60.5875000;60.5300000;60.5450000;41353000
USD000000TOD;15;20161228;144500;60.5425000;60.5700000;60.5325000;60.5600000;23962000
USD000000TOD;15;20161228;150000;60.5600000;60.5775000;60.5500000;60.5600000;20107000
USD000000TOD;15;20161228;151500;60.5550000;60.5750000;60.5525000;60.5675000;46364000
USD000000TOD;15;20161228;153000;60.5700000;60.5825000;60.5575000;60.5575000;18364000
USD000000TOD;15;20161228;154500;60.5600000;60.5775000;60.5550000;60.5625000;32956000
USD000000TOD;15;20161228;160000;60.5650000;60.5700000;60.5450000;60.5525000;37218000
USD000000TOD;15;20161228;161500;60.5575000;60.5650000;60.5325000;60.5525000;34712000
USD000000TOD;15;20161228;163000;60.5550000;60.5675000;60.5400000;60.5600000;23716000
USD000000TOD;15;20161228;164500;60.5650000;60.6100000;60.5600000;60.6100000;61439000
USD000000TOD;15;20161228;170000;60.6100000;60.6125000;60.5350000;60.5550000;18079000
USD000000TOD;15;20161228;171500;60.5525000;60.5775000;60.5475000;60.5600000;30398000
USD000000TOD;15;20161229;101500;60.3600000;60.3850000;60.1700000;60.2475000;120234000
USD000000TOD;15;20161229;103000;60.2475000;60.2800000;60.2200000;60.2600000;119821000
USD000000TOD;15;20161229;104500;60.2575000;60.2800000;60.2200000;60.2625000;99969000
USD000000TOD;15;20161229;110000;60.2575000;60.3175000;60.2450000;60.3000000;66194000
USD000000TOD;15;20161229;111500;60.2925000;60.3075000;60.2425000;60.2700000;72476000
USD000000TOD;15;20161229;113000;60.2700000;60.2850000;60.2500000;60.2700000;42056000
USD000000TOD;15;20161229;114500;60.2700000;60.2950000;60.2575000;60.2775000;103134000
USD000000TOD;15;20161229;120000;60.2775000;60.2800000;60.2425000;60.2475000;52638000
USD000000TOD;15;20161229;121500;60.2525000;60.2600000;60.2350000;60.2475000;51272000
USD000000TOD;15;20161229;123000;60.2550000;60.2575000;60.0950000;60.1450000;96784000
USD000000TOD;15;20161229;124500;60.1425000;60.2000000;60.1325000;60.1750000;61526000
USD000000TOD;15;20161229;130000;60.1750000;60.1775000;60.1125000;60.1550000;36608000
USD000000TOD;15;20161229;131500;60.1575000;60.1750000;60.1225000;60.1425000;41824000
USD000000TOD;15;20161229;133000;60.1500000;60.1600000;60.1025000;60.1400000;41861000
USD000000TOD;15;20161229;134500;60.1450000;60.2075000;60.1375000;60.2075000;97095000
USD000000TOD;15;20161229;140000;60.2100000;60.2225000;60.1825000;60.2075000;67474000
USD000000TOD;15;20161229;141500;60.2075000;60.2375000;60.1875000;60.1975000;44325000
USD000000TOD;15;20161229;143000;60.1975000;60.2675000;60.1850000;60.2525000;54447000
USD000000TOD;15;20161229;144500;60.2550000;60.3000000;60.2325000;60.3000000;63936000
USD000000TOD;15;20161229;150000;60.3000000;60.3175000;60.2500000;60.2575000;55328000
USD000000TOD;15;20161229;151500;60.2600000;60.3800000;60.2125000;60.3750000;144920000
USD000000TOD;15;20161229;153000;60.3750000;60.4500000;60.3675000;60.4125000;67696000
USD000000TOD;15;20161229;154500;60.4125000;60.4650000;60.3625000;60.3950000;96695000
USD000000TOD;15;20161229;160000;60.4050000;60.4675000;60.4050000;60.4400000;50102000
USD000000TOD;15;20161229;161500;60.4500000;60.5000000;60.4250000;60.5000000;49952000
USD000000TOD;15;20161229;163000;60.5000000;60.5175000;60.4625000;60.5050000;48231000
USD000000TOD;15;20161229;164500;60.5175000;60.7000000;60.5175000;60.6400000;88814000
USD000000TOD;15;20161229;170000;60.6475000;60.6625000;60.5475000;60.5525000;33939000
USD000000TOD;15;20161229;171500;60.5650000;60.6125000;60.5000000;60.5600000;18385000
USD000000TOD;15;20161230;101500;60.3900000;60.5000000;60.2100000;60.4725000;123169000
USD000000TOD;15;20161230;103000;60.4700000;60.6200000;60.4575000;60.5375000;177261000
USD000000TOD;15;20161230;104500;60.5400000;60.5400000;60.4500000;60.4525000;91424000
USD000000TOD;15;20161230;110000;60.4525000;60.5775000;60.4300000;60.5475000;114898000
USD000000TOD;15;20161230;111500;60.5475000;60.5800000;60.5400000;60.5800000;40155000
USD000000TOD;15;20161230;113000;60.5775000;60.5950000;60.5475000;60.5925000;125836000
USD000000TOD;15;20161230;114500;60.5900000;60.8300000;60.5900000;60.7950000;134978000
USD000000TOD;15;20161230;120000;60.8000000;60.8275000;60.7550000;60.8225000;59147000
USD000000TOD;15;20161230;121500;60.8200000;60.9900000;60.7950000;60.9600000;77580000
USD000000TOD;15;20161230;123000;60.9625000;61.0725000;60.9625000;61.0500000;99825000
USD000000TOD;15;20161230;124500;61.0600000;61.4850000;61.0600000;61.4050000;93648000
USD000000TOD;15;20161230;130000;61.4050000;61.4200000;61.2650000;61.3075000;111770000
USD000000TOD;15;20161230;131500;61.3100000;61.4625000;61.3000000;61.4500000;73668000
USD000000TOD;15;20161230;133000;61.4500000;61.4600000;61.3925000;61.4250000;23928000
USD000000TOD;15;20161230;134500;61.4200000;61.4650000;61.3975000;61.4275000;85298000
USD000000TOD;15;20161230;140000;61.4400000;61.5375000;61.3975000;61.4325000;78170000
USD000000TOD;15;20161230;141500;61.4450000;61.4800000;61.2725000;61.2950000;66232000
USD000000TOD;15;20161230;143000;61.2825000;61.3125000;61.1450000;61.1525000;64569000
USD000000TOD;15;20161230;144500;61.1550000;61.1775000;61.1025000;61.1575000;34075000
USD000000TOD;15;20161230;150000;61.1525000;61.1700000;61.1025000;61.1325000;16943000
USD000000TOD;15;20161230;151500;61.1325000;61.2600000;61.1325000;61.1800000;25030000
USD000000TOD;15;20161230;153000;61.1750000;61.1850000;60.8500000;61.0275000;48629000
USD000000TOD;15;20161230;154500;61.0275000;61.0725000;60.9025000;60.9300000;7697000
USD000000TOD;15;20161230;160000;60.9475000;60.9575000;60.8575000;60.9450000;9974000
USD000000TOD;15;20161230;161500;60.9350000;60.9500000;60.8500000;60.8500000;40976000
USD000000TOD;15;20161230;163000;60.8600000;60.9875000;60.8275000;60.9350000;45875000
USD000000TOD;15;20161230;164500;60.9400000;61.0475000;60.8875000;60.9425000;41252000
USD000000TOD;15;20161230;170000;60.9475000;60.9550000;60.8625000;60.9050000;6689000
USD000000TOD;15;20161230;171500;60.9075000;60.9975000;60.8075000;60.9675000;18050000
